text,labels
It makes possible the determination of the operation characteristic surface temperature of the construction parts and heat losses under various climatic conditions,O O O O O O O O O B-Agr I-Agr O O B-Agr O O B-Agr B-Agr O O O O
The production of dry matter and of Feed Unit per hectare for the various species did not always show significant differences although it was much higher than that usually achieved by means of the cultivation of permanent meadows,O B-Agr O B-Agr I-Agr O O O O O O O O O B-Agr O O O O O O O O O O O O O O O O O O O B-Agr O O B-Agr
It seems possible to get two crops/year in practice,O O O O O O B-Agr O O
The main commercial characteristics of the flowering stems as a consequence of the different treatments have been examined,O O O O O O B-Agr B-Agr O O O O O O O O O O
The paper reports the results of bibliographic and experimental research for setting up the criteria for a toxicity test on wastes with salinity lower equal or even higher than sea water,O B-Agr B-Agr O B-Agr O O O O B-Agr O O O O O O O B-Agr O O B-Agr O B-Agr O O O O O O O B-Agr
The procedure agreed upon by a special Commission is here submitted for criticism to environmental operators before it will be included among the Official Methods of waste control,O O O O O O O O O O O O O O O O O O O O O O O O B-Agr O B-Agr O
Environmental parameters and native plants composition were analyzed,O B-Agr O O B-Agr B-Agr O O
In addition an estimate of the nutritive value of native plants and productivity per hectare was made,O O O O O O B-Agr I-Agr O O B-Agr O B-Agr O O O O
A quantitative and qualitative analysis was also performed on deer meat,O O O B-Agr I-Agr O O O O B-Agr B-Agr
In many areas the use of cold tunnels involves some risks which could be singled out and limited through a careful choice of both building features and cultivation sequence,O O B-Agr O O O B-Agr B-Agr O O B-Agr O O O O O O O O O O O O O O B-Agr O B-Agr O
We have studied the water diffusion in a soil with sand layer over a gravel mattress in relation to irrigation interval (every 2 and 7 days) and to different amounts of water for irrigation season (500 1000 2000 m('3)/ha) and for single emitter applied by drip irrigation in a vineyard of Merlot,O O O O B-Agr B-Agr O O B-Agr O B-Agr O O O B-Agr O O O O B-Agr O O O O O O O O O O O B-Agr O B-Agr O O O O O O O O O O O O B-Agr O O O O O
The data obtained in the conditions in which this research was carried out show it is necessary to space out the emitters to improve the soil moisture conditions in all treatments considered,O B-Agr O O O O O O O B-Agr O O O O O O O O B-Agr O O B-Agr O O O B-Agr O O O O O O
They show it is possible to promote a larger diffusion in the soil by higher localized delivery and longer irrigation interval too,O O O O O O O O O B-Agr O O B-Agr O O O O O O B-Agr O O
By introducing a suitable statistical variable only one sample comprising the two groups was formed that gave information of higher statistical significance of existing connection between digestibility or tenderness and several other parameters,O O O O O O O O O O O O B-Agr O O O O B-Agr O O O O O O O O B-Agr O B-Agr O O O B-Agr
The research on training systems that we have been conducting has pointed out that their study should be urgently encouraged in order to make present systems more rational and to define training system models which will better meet the requirements of modern viticulture,O B-Agr O B-Agr B-Agr O O O O O O O O O O O O O O O O B-Agr O O O B-Agr O O O O O B-Agr B-Agr B-Agr O O O O O B-Agr O O B-Agr
The research has allowed us to increase the knowledge of present systems and it has resulted in a series of new models of vine training systems that have been designed to match both existing and newly-planted vineyards,O B-Agr O O O O O O B-Agr O O B-Agr O O O O O O O O O B-Agr O O B-Agr B-Agr O O O B-Agr O O O O O O B-Agr
The results confirmed agreement to protocol requirements with some limitations in the use of all tests,O B-Agr O O O O B-Agr O O O O O O O O B-Agr
Two heating systems were adopted: 4 polyethylene pipes 15 cm deep in the soil; 2 pipes at the same depth plus 2 under the plastic mulch,O B-Agr B-Agr O O O B-Agr B-Agr O O O O O B-Agr O B-Agr O O O B-Agr O O O O O O
The best performing system resulted to be the former which gave an early yield three times higher than the unheated control,O O O O O O O O O O O O O O O B-Agr O O O O O
The marketable product was not negatively affected by the heating supplied,O O O O O O O O O B-Agr O
No significant differences occurred between digestibility of other nutritive principles excepting digestibility coefficient of ether extract which appeared higher in pelleted straw,O O O O O B-Agr O O O O O B-Agr O O O O O O O O O B-Agr
The authors conclude that pelleting did not improve rice straw and question the economical profit of this treatment,O O O O B-Agr O O O B-Agr I-Agr O O O O B-Agr O O O
Forest fires are becoming a major problem and indexes of fire risk forecasting are increasingly used,B-Agr I-Agr O O O O O O O O I-Agr B-Agr B-Agr O O O
In this connection a method is suggested for appraising risk conditions,O O O O O O O O O B-Agr O
Using data recorded in Umbria risk areas have been identified based on fires occurring in the last 20 years finding possible fire recurrence with the help of statistical analysis,O B-Agr O O B-Agr B-Agr B-Agr O O O O O B-Agr O O O O O O O O B-Agr O O O O O O B-Agr
As to fire meteorology some adjustments are suggested for the usual methodology so that different local conditions are given more attention,O O O B-Agr O O O O O O O B-Agr O O O O O O O O O
An equation is proposed that should also account for vegetation data,O O O O O O O O O B-Agr B-Agr
Copper and calcium oxychloride controlled downy mildew slightly better than mancozeb without affecting yield and juice quality,B-Agr O B-Agr O O O O O O O B-Agr O O O O O B-Agr
The entity of loss is related to the water availability during the critical stage of the crop,O O O O O O O O B-Agr I-Agr O O O O O O B-Agr
Two breeding programs centered on selection and development of superior genotypes adapted to semiarid areas are presented,O B-Agr O O O B-Agr O B-Agr O O B-Agr O O O B-Agr O O
Sodium hydroxide and ammonia treatments have given no differences in chemical composition of silages but have determined storage difficulties after silo opening,B-Agr I-Agr O B-Agr O O O O O O B-Agr I-Agr O B-Agr O O O B-Agr O O O O
Monthly samplings from October 1979 to April 1981 showed a higher occurrence and intensity of trematodiasis during winter and its reduction corresponding with the highest water temperatures in summer,O O O O O O O O O O O O O O O O O B-Agr O O B-Agr O O O O B-Agr I-Agr O B-Agr
Observations carried out on the second and fourth gill arch of the left side led respectively to the following mean number of parasites: 9,B-Agr O O O O O O O O O O O O O O O O O O O O O B-Agr O
Histological examination of infested gills put into evidence a proliferative reaction of epithelial cells,O O O O B-Agr O O O O O O O O B-Agr
These bands are accentuated during storage of dried seed over a period of several years,O O O O O B-Agr O O B-Agr O O O O O O
Bands of identical electrophoretic mobility can be generated by incubating seed extracts or intact seeds in beta-mercaptoethanol,O O O O O O O O O O B-Agr I-Agr O O B-Agr O B-Agr
The authors take into consideration diagnostic and therapeutic aspects of dog idiopathic cardiomyopathy,O O O O O O O O O O O O B-Agr
Beyond careful evaluation of anamnestic and symptomatological data they attach particular importance among collateral examinations to the electrocardiogram which in both cases played a determinant role in formulating an early diagnosis,O O B-Agr O O O O B-Agr O O O O O B-Agr O O O O O O O O O O O O O O O O B-Agr
Therefore the adequate therapy set up allowed us to prolong animal's life,O O O B-Agr O O O O O O O O
The results are expressed as photosynthesis saturation curves and as a function of light and temperature and as ecological valency diagrams for the individuals investigated in the respect of the thermal factor (determination of optimum temperatures),O B-Agr O O O B-Agr B-Agr O O O O O O B-Agr O B-Agr O O O O O O O B-Agr O O O O O O O O O O O B-Agr
They clearly show to what extent the species investigated adapts to the different microclimates in which it lives,O O O O O O O B-Agr O O O O O B-Agr O O O O
To gain further evidence for the results obtained detailed studies are conducted on the times necessary to reach the maximum rates of photosynthetic or respiratory activity under fixed light and temperature conditions,O O O O O O B-Agr O O O O O O O B-Agr O O O O O O O O O O O O O B-Agr O B-Agr O
Isolates of each species gave identical patterns with all the three antisera,O O O B-Agr O O O O O O O O
Alpha-cellulose and hemicellulose contents proved to be not affected by spacing,O O B-Agr O O O O O O O B-Agr
For both species olocellulose and alpha-cellulose contents were higher for the 8-14 years period,O O B-Agr O O O O O O O O O O O
The weekly turn provided the best results,O O O O O O B-Agr
The chemical composition and the cell wall digestibility of 7 genotypes grown in 2 different locations in the Northeast Region of Portugal were analyzed,O B-Agr I-Agr O O O O B-Agr O O B-Agr O O O O B-Agr O O O O O B-Agr O O
The lignin hemicellulose and ash content were significantly (P001) influenced by the location,O O B-Agr O B-Agr I-Agr O O O O O O B-Agr
The cell wall digestibility was equally dependent on the genotype and on the interaction of genotype x location,O O O B-Agr O O O O O O O O O O O O O B-Agr
The analysis examines closely three important productive sectors: integrative meat fruit and vegetables products and wine,O B-Agr O O O O O O O B-Agr O O B-Agr B-Agr O O
Some examinations on pollen grains have shown some polymorphism with regard to pollen grain size,O O O B-Agr B-Agr O O O B-Agr O O O B-Agr B-Agr B-Agr
In addition a total of 3038 maize entries were evaluated for resistance to leaf feeding by 1st-instar larvae,O O O O O O B-Agr O O O O O O O B-Agr O O B-Agr
The models up to now proposed for describing this structure are based only on partial information,O B-Agr O O O O O O O O O O O O O B-Agr
The comparative approach is also suggested in order to construct a model which can explain the structure of all the different molluscan hemocyanins: the 100 S the ones which polymerize spontaneously and those which reach only limited dimensions,O O O O O O O B-Agr O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-Agr
The alpha-amylase had the following properties: molecular weight 46000 daltons; optimum temperature and pH for activity 37 deg C and pH 52; stability at neutral pH,O O O O O B-Agr B-Agr I-Agr O O O B-Agr O O O O O O O O O O B-Agr O O O
The final low molecular weight products of soluble starch hydrolysis were maltotriose maltose and glucose,O O O B-Agr I-Agr B-Agr O O B-Agr B-Agr O B-Agr B-Agr O B-Agr
The final low molecular weight product of soluble starch hydrolysis was glucose,O O O B-Agr I-Agr O O O B-Agr B-Agr O B-Agr
Amongst the different policy options available it seems to be orientating towards the establishment of maximum levels of production subject to guaranteed prices,O O O O O O O O O O O O O O O O B-Agr O B-Agr O O O B-Agr
At the same time the choice of this principle of equity between farmers offering a valid means of reducing regional disparities,O O O B-Agr O O O O O O B-Agr O B-Agr O O O O O O O O
It was known for many European countries and as an injurious plant-sucking pest on coniferous trees,O O O O O O B-Agr O O O O O O O O B-Agr
This study was carried out on 68 horses and 16 mares of the Lusitan and Spanish breeds as well as on 24 horses and 10 mares of Arab breed,O O O O O O O B-Agr O O B-Agr O O O O O B-Agr O O O O O B-Agr O O B-Agr O O B-Agr
The aim was to determine the phenotypical correlation between the inbreeding coefficient and some isolated characters,O O O O O O O B-Agr O O B-Agr I-Agr O O O O
The following reproduction characters only were considered in the females: (1) Number of copulations necessary for conception,O O B-Agr O O O O O O B-Agr O O O B-Agr O O O
The correlation values (r) obtained were low and not significant except in the horses (cross-country) in which the r value -0264 was significant and in the mares (copulations necessary before conception) in which the r value 0474 was significant,O B-Agr O O O O O O O O O O O B-Agr O O O O O O O O O O O O B-Agr O O O O O O O O O O O O
The muscle proteins insoluble in water at pH 5,O O B-Agr O O B-Agr O O O
Rust infections have been ascertained in a particular cultivation area of carrot in Sicily,O B-Agr O O O O O O B-Agr B-Agr O O O B-Agr
A satisfactory effect has been checked against these ectoparasites,O O O O O O O O B-Agr
A notable decrease of pseudocholinesterase (40 per cent; restoration of regular values after 30-40 days) has been observed,O O O O O O O O B-Agr O O O O O O O O O
To apply mathematical models in plant production studies we need to identify agroecophysiological parameters which describe the environment influence on plant growth and development,O O B-Agr I-Agr O B-Agr B-Agr O O O O O O B-Agr O O O B-Agr O O B-Agr I-Agr O B-Agr
The aim throughout the project of this assimilation chamber is to link the immediacy of measurements for gas-exchanges in plants with the possibility of varying the values of climatic parameters in the atmosphere surrounding the plant,O O O O O O O B-Agr O O O O O O O B-Agr O B-Agr O B-Agr O O O O O O O O O B-Agr O O B-Agr O O B-Agr
The rhizogenous ability of chlorogenic acid has been tested with and without IBA,O O B-Agr O B-Agr I-Agr O O O O O O B-Agr
The aerobic growth of a selected strain of Sacch,O O B-Agr O O O O O O
The results obtained show that the optimum for biomass production are 30 deg C and 4 respectively,O B-Agr O O O O O O B-Agr I-Agr O O O O O O O
The authors take into consideration the irrational use of the muscular masses cattle bodies in the light of the current habits of Italian society,O O O O O O O O O O O O B-Agr B-Agr O O B-Agr O O O B-Agr O O B-Agr
They explore the industrial production of frozen hamburgers when made from the muscular masses of shoulder on the basis of foreign experience which appear to offer certain advantages under the economic nourishing and practical aspects,O O O B-Agr I-Agr O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
They were harvested in various stages of growth and analysed for their tetrahydrocannabinol content delta ('9) THC by gas-chromatography,O O O O O B-Agr O B-Agr O O O O O O O O O O B-Agr
Noticeable higher content of delta ('9) THC content was higher than that observed in plants from other harvests Environmental factors are interpreted to affect the delat ('9) THC levels in this species and delta ('9) THC levels are higher in continental than in maritime and insular climates,O O O O O O O O O O O O O O B-Agr O O O B-Agr I-Agr O O O O O O O O B-Agr O O B-Agr O O O O B-Agr O O O O O O O O O B-Agr
Some of the most important diseases are briefly described and their effects on the diseased plants are reported,O O O O O B-Agr O O O O O B-Agr O O B-Agr B-Agr O O
A small experimental plant has been arranged for the laboratory research into aroma recovery,O O O O O O O O O O B-Agr O B-Agr B-Agr
This plant showed an aroma recovery of 64-65% using a model mixture simulating an apple aroma concentrate,O O O O B-Agr I-Agr O O O O O O O O O B-Agr O
The authors point out that a very good control of pumpkin scab is attainable avoiding primary infections on seedlings by soil drench and seed dressing,O O O O O O O O O O O O O O O O B-Agr O B-Agr O B-Agr O O B-Agr O
Confirmation of residues was performed by TLC/GLC and by TLC-GC/ MS,O O B-Agr O O O O O O O O
The whole area of the Emilia-Romagna region nowadays gives the widest security for sugar beet seed production because of the regional regulations which fill in the gaps in the EEC rules,O O B-Agr O O O O O O O O O O B-Agr I-Agr B-Agr I-Agr O O O O B-Agr O O O O O O O O B-Agr
Three levels of N P and K were compared,O B-Agr O O O O O O O
The results in production of dry matter demonstrated the effectiveness of the nitrogen and the phosphorus (the latter only at dose 1),O B-Agr O B-Agr O B-Agr I-Agr O O O O O B-Agr O O B-Agr O O O O O O
Nitrate fertilizer also had a positive effect on the protein content and on the nutritive value of the forage,O O O O O O O O O B-Agr I-Agr O O O B-Agr I-Agr O O B-Agr
During the three period potassium showed no significant effects either in quantitative or qualitative terms,O O O O B-Agr O O O B-Agr O O O O O O
After three years of observation the method for collecting the most important micrometeorological and phenological parameters in a fruit orchard is described,O O O O B-Agr O O O O O O O O O O B-Agr O O O O O O
The species investigated were: apricot peach plum apple and pear,O B-Agr O O O O O O O O
The specimen has been compared with other defective woods and the similarity between the defect found in Ulmo and the one peculiar of wood affected by freeze injuries has been observed,O O O O O O O O B-Agr O O O O O O O O O O O O O O B-Agr O O O O O O O
Genes for resistance were on the whole recessive to genes for mould susceptibility,B-Agr O O O O O O O O B-Agr O O O
SPV 29 and 2219 B appeared to possess dominant genes for resistance,O O O O O O O O B-Agr I-Agr O O
A fit crotch and a good first-year production was obtained by a double pinch after 20 and 60 days from planting (May-June),O O O O O O O B-Agr O O O O O O O O O O O O B-Agr O
Data on quantity and quality of production for every pruning treatment are given,B-Agr O O O B-Agr O B-Agr O O B-Agr O O O
Verpia the best planting distance were 40x30cm,O O O B-Agr O O O
The heating system consumed 2,O B-Agr O O O
Experimental assays of chemical sterilization of red and white musts have been carried out,O O O O B-Agr O O O O O O O O O
From results it was not possible to recognize any change in the test parameters between the three storage systems,O B-Agr O O O O O O O O O O O B-Agr O O O B-Agr B-Agr
According to the maximum heating requirements of a traditional greenhouse air-conditioning units with reversible air-air heat pump are planned for characteristic areas of north middle and south of Italy,O O O O B-Agr B-Agr O O O O B-Agr B-Agr O O B-Agr B-Agr O O O O O B-Agr O O O O O O B-Agr
With a mathematical computer-aided simulation the average energy consumptions in medium day of each month are evaluated so arriving at the estimate of yearly absorptions for both heating and cooling,O O O O B-Agr O O B-Agr I-Agr O O O O O O O O O O O O O O O B-Agr O O B-Agr O B-Agr
Own-root plants propagated in August 1980 and transplanted in April 1981 gave good productive results; their yield proved to be comparable with that of grafted plants,O B-Agr O O O O O O O O O O O O B-Agr O O O O O O O O O O B-Agr
Rooted plants of June 1981 gave low and late production in the course of the year but high yield in 1982,O B-Agr O O O O O O O B-Agr O O O O O O O O O O O
This note synthetizes Sicily's hydrogeology underlining the peculiarities of the main aquifers on the island,O O O B-Agr B-Agr O O O O O O B-Agr O O O
Moreover water resources water uses and residual water supplies are estimated,O B-Agr I-Agr B-Agr I-Agr O O B-Agr O O O
It was also found that by enzymic coagulation of sheep milk-alfalfa juice mixtures only the chloroplastic protein fraction of the juice is recovered together with the casein,O O O O O O O B-Agr O B-Agr B-Agr O O O O O O O O O O O O O O O B-Agr
After a symptomatological and epidemiogical description of the main potato viruses spread in Italy the production of virus-free tubers by field selection and laboratory screening using serology and mechanical inoculation on test plants is described,O O O O O O O O O O B-Agr O O B-Agr O B-Agr O B-Agr B-Agr O O B-Agr O O B-Agr B-Agr B-Agr O O B-Agr O O B-Agr O O
Exact and not just empirical criteria are requested as well as a knowledge of the basic variables involved in the process itself and of their interactions,O O O O O O O O O O O O B-Agr O O O O O O O O O O O O B-Agr
A first elaboration led to the identification of the correlations among the basic parameters and to the individualization and quantification of the noise factors,O O O O O O B-Agr O O B-Agr O O O B-Agr O O O O O O O O B-Agr B-Agr
Further elaborations have singled out the behaviour of the primary and secondary parametric variables,O O O O O O B-Agr O O O O O O O
The authors propose a speed gaschromatigraphic method allowing to eliminate the interferences and providing reliable analytical results in a shorter time in comparison with usual methods,O O O O B-Agr O B-Agr O O O O O O O O O B-Agr O O O B-Agr O O O O B-Agr
In our discussion we point out the diffusion of this species in different areas of production of Grana cheese,O O O O O O O B-Agr O O B-Agr O O B-Agr O B-Agr O O B-Agr
The most important lesions had been found in the gastroenteric apparatus liver pancreas and foot of heavily dosed snails,O O O B-Agr O O O O O O O B-Agr B-Agr O O O O O B-Agr
In a grain sorghum crop irrigated at 120% of ETM half area (6000 m('2)) was submitted to water stress during the boot-early and milk stage periods,O O B-Agr B-Agr B-Agr O O O O O O B-Agr O O O O O B-Agr B-Agr O O O O B-Agr O O
The leaf growth was restrained in stressed plants and the senscense was increased,O O B-Agr O O O B-Agr B-Agr O O O O O
The observed increase of the met assimilation rate can explain the high value of the CGR,O O O O O O B-Agr O O O O O O O O O
The results have shown that the rapidest growth has been determined by the highest temperature while no effect has been observed for light,O B-Agr O O O O O B-Agr O O O O O O B-Agr O O O O O O O B-Agr
The removal of all leaf blades reduced kernel weight proportionally to the kernel growth stage when the removal of the assimilant leaf surface occurred,O B-Agr O O O O O O B-Agr O O O O B-Agr O O O B-Agr O O O O O O
Weight reduction was further influenced by the intrinsic factors characteristic of the species and variety as well as by the water availability in the soil,B-Agr I-Agr O O O O O O B-Agr O O O B-Agr O B-Agr O O O O O B-Agr I-Agr O O B-Agr
The point interpretation system is easier more accurate faster and less extensive than complete delineation and provides a population from which to select field samples,O O O O O O O O O O O O O O O O O O B-Agr O O O O O B-Agr
Examples are given for the adjustment of photo-scale and photo-interpretation errors,O O O O O O O O O O B-Agr
The clinical and anatomo-pathological features are illustrated as well as the results of the collateral research,O O O O B-Agr O O O O O O B-Agr O O B-Agr B-Agr
The author underlines the utility of pointing out the per cent ratio between the length of any measurable structures and the length of the buccal tube (per cent ratio indicated with the abbreviation pt),O O O O O O O O O O O O O O B-Agr O O O B-Agr O O B-Agr O O O O O O O O O O O O
Symptoms of the disease and characters of the fungus both in nature and in culture are described,B-Agr O O O O O O O O O O O O O O O O
Highly sensitive BrdU-break sites have been found in chromosomes 2 12 and on the short arm of the early replicating X chromosome,O O O B-Agr O O O O B-Agr O O O O O O O O O O O O B-Agr
This note forms part of an investigation of the possibility of using wine lees as a source of proteins for animal feeds,O O O O O O O O O O O O O B-Agr O O O O B-Agr O O B-Agr
In connection with further research on the nucleic acid content of wine lees an account is given of a procedure for the determination of macromolecular deoxyribonucleic acid (DNA) levels,O O O O B-Agr O O O O O O O B-Agr O O O O O O O O O O O O O O O B-Agr
Results obtained on samples taken at various stages of the distilling process showed that macromolecular DNA is always about 6,B-Agr O O B-Agr O O O B-Agr O O B-Agr O O O O B-Agr O O O O
The Damicone method gave very good results for small quantities of seed,O O O O O O B-Agr O O O O B-Agr
For larger quantities of seed other methods have been tried with satisfying results,O O O O B-Agr O B-Agr O O O O O B-Agr
This exchanger has also the merit of being limited in volume and very simple to maintain,O O O O O O O O O O B-Agr O O O O O
The results of the test are reported and general considerations on the possible development of heat recovery system in the field of animal-housing are given,O B-Agr O O O O O O O O O O O B-Agr O B-Agr I-Agr O O O O O O O O
"Observations on rooting of self-rooted ""Sunred"" nectarines planted in 1",B-Agr O B-Agr O O O B-Agr O O O
Moisture comes from a water table 130 cm deep,O O O O B-Agr O O O O
Under these conditions the water table generally contributed a satisfactory moisture supply to the crop which was on an average equal to 84 per cent of maximum evapotraspiration,O O O O B-Agr O O O O O O B-Agr O O B-Agr O O O O O O O O O O O O O
The lipid content of the colostrum proved to be significantly higher in the sows which were fed the 250 g of fat and the acidic composition of the milk fat proved to be correlated to the acidic composition of the lipids added to the diet affecting the composition of the fat in the milk removed on the 14th day of lactation,O B-Agr I-Agr O O B-Agr O O O O O O O B-Agr O O O O O O O I-Agr O O O B-Agr O O B-Agr I-Agr O O O O O O O B-Agr O O B-Agr O O O B-Agr O O B-Agr O O I-Agr O O B-Agr O O O O O O B-Agr
The administration of fat provokes a clear increase in glycemia and in the blood lipid content in sows after only 5 days of treatment,O B-Agr O O O O O O O O O O O B-Agr B-Agr I-Agr O B-Agr O O O O O O
The results showed that the average composition were 5,O B-Agr O O O O B-Agr O O
Acid-soluble collagen (ASC) prepared from Helix lucorum foot muscle has been characterized electrophoretically,O B-Agr O O O B-Agr O O O O O O O
The general impression on the electrophoretic pattern was that there are three bands presumably the alpha- beta- and gamma- components as in vertebrate collagen,O O O O O O O O O O O O O O O O O O O B-Agr O O O B-Agr
Suggestions are made for study of the manifold problems in storage and market of edible helicines,O O O O O O O O O O B-Agr O O O O O
Mica with the same visual area of the other sand grains but with a smaller volume needs a correction factor to be determined for each case,O O O O O B-Agr O O O B-Agr B-Agr O O O O B-Agr B-Agr O O O O O O O O O
The study of meteorological variables in relation to seed moisture revealed the major influence of the rainy day frequency and air saturation deficit,O O O O O O O O B-Agr O O O O O O O O O O O B-Agr B-Agr O
Sowing time and variety had no significant effects on seed drying down,B-Agr B-Agr O B-Agr O O O B-Agr O B-Agr B-Agr O
Seed moisture was found to depend on the seasonal weather,B-Agr O O O O O O O O B-Agr
The ripening and drying of the grain were satisfactory in every experimental situation except in 1976 when the varieties of the II maturity group resulted too late,O B-Agr O B-Agr O O B-Agr O O O O O O O O O O O B-Agr O O O B-Agr O O O O
The average drying rate during the ripening period ranged from 028 to 305 percent/day,O O B-Agr O O O B-Agr O O O O O O O
Treatment with hydrogen peroxide of iron oxides induces a decrease of pyrophosphate solubility and surface specific area,O O B-Agr I-Agr O B-Agr I-Agr O O O O O B-Agr O O O B-Agr
There was difference in the rate of decreasing or increasing vitamins between the two species,O O O O O O O O O O B-Agr O O O B-Agr
To this purpose the production of bulbs and bulbils has been chiefly taken into consideration,O O O O B-Agr O B-Agr O O O O O O O O
We have evaluated the possibility of increasing peach fruit size with GA(3) with the aim of reducing thinning and producitivity losses caused by it,O O O O O O O O O B-Agr O O O O O O O B-Agr O O B-Agr O O O
Using 'Springcrest' variety we compared three different degrees of thinning (16 5 and 3 fruits/branch) four concentrations of GA(3) (0 100 200 and 400 ppm) and two treatment times (the end of the first and of the second stage of fruit development),O O B-Agr O O O O O O B-Agr O O O O B-Agr O O O O O O O O O O O O O B-Agr O O O O O O O O O O O B-Agr B-Agr
The response was only slightly influenced by concentrations or treatment time,O O O O O O O O O O B-Agr
On the other hand growth-regulator action appeared strongly influenced by the degree of thinning,O O O O B-Agr O O O O O O O O B-Agr
In particular treatments with GA(3) at 100 ppm on thinned branches of 5 fruit/branch resulted in a larger size than the ones obtained with standard thinning alone (3 fruits/branch),O O O O O O O O O O B-Agr O O B-Agr O O O O B-Agr O O O O O O B-Agr O O B-Agr
Production however was remarkably increased,B-Agr O O O O
The results of a three-year test on the cold-storage of 'Stayman Winesap' apples from trees grafted on different clonal rootstocks are given,O B-Agr O O O O O O B-Agr O O O B-Agr O B-Agr O O O O B-Agr O O
From the data on the qualitative characteristics and the preservability of the fruits no clear influence of the rootstocks on mentioned parameters turned up,O O B-Agr O O O O O O O O O B-Agr O O O O O B-Agr O O B-Agr O O
In fact the results obtained did not conform over the three years; moreover the differences between the rootstocks are due to contingent factors like tree productivity and harvesting time rather than to a real influence of the clonal rootstock,O O O B-Agr O O O O O O O O O O O O O B-Agr O O O O B-Agr O O B-Agr O B-Agr B-Agr O O O O O O O O O B-Agr
They confirm that the delayed beginning of harvest increases the sucrose yield,O O O O O O O O O O B-Agr O
In the first year 15 high yielding varieties were studied,O O O O O O O B-Agr O O
Differences in the recoveries between the two forms of fertilizer have come out especially when a split application was adopted,O O O O O O O O O O O O O O O O O B-Agr O O
The differences in the nitrogen leaching between the two fertilizer forms and between the two application times are very great; with the liquid fertilizers the losses in relation to the total nitrogen amount range from 27,O O O O I-Agr B-Agr O O O I-Agr O O O O O B-Agr B-Agr O O O O O B-Agr I-Agr O B-Agr O O O O B-Agr I-Agr O O O O
The stage of research into the possible presence and information of 2-butanol in wines is reported,O O O B-Agr O O O O O B-Agr O O O B-Agr O O
In over 50 Italian white and red wines containing from 0,O O O O O O B-Agr I-Agr O O O
The pH values have been taken into consideration and amounts of the other components as for example: 1-propanol 2-propanol ethyl propanate 2-butanon acetic acid and others; comparing them with those of the literature,O O O O O O O O O O O O O B-Agr O O O O O O O O B-Agr I-Agr O O O O O O O O B-Agr
Successively are considered practical situations that made possible the use of geothermic energy for agricultural purposes,O O O O O O O O O O O O B-Agr O O O
Herewith the most suitable rearing techniques of 'astone' graft to reduce the premature phase to a minimum and to accelerate the reaching of the maximum productive potential of a vineyard,O O O O B-Agr I-Agr O O O O O O O O O O O O O O O O O O O O O O O O
The animals of the experimental group showed a higher daily gain,O B-Agr O O O O O O O O O
The digestibility of the two diets was calculated using five mature wethers,O B-Agr O O O B-Agr O O O O O B-Agr
Symptoms and morphological and cultural characteristics of the fungus are described,B-Agr O O O O O O O O O O
Thermochemical processes are promising and perhaps underestimated methods for converting biomass to energy,O B-Agr O O O O O B-Agr O O B-Agr O B-Agr
Mass and energy balances of a thermochemical process are considered and applied more specifically to the equipments for combustion pyrolysis and gasification,B-Agr O B-Agr I-Agr O O O O O O O O O O O O B-Agr O B-Agr B-Agr O B-Agr
The performances of some modern European equipment are evaluated as efficiency-load curves,O O O O O O B-Agr O O O B-Agr O
The need for standardized definitions and test methods are finally emphasized,O O O O O O O B-Agr O O O
The resistance appeared to be inherited quantitatively and segregation was affected by genetic background of parents and modifying factors,O O O O O O O O B-Agr O O O O O O B-Agr O O B-Agr
The means and variances of scores were computed and heritability estimates of disease resistance were moderate to high (50-80%) with an average of 5525%,O O O O O O O O O B-Agr O O B-Agr I-Agr O O O O O O O O O O
The number of factors which distinguish the parents were however small being two to four,O O O B-Agr O O O B-Agr O O O O O O O
The relationship between grain weight and other grain properties was investigated in four inbred lines of maize differing in seed size,O O O B-Agr B-Agr O O B-Agr B-Agr O O O O B-Agr I-Agr O B-Agr O O B-Agr B-Agr
Differences in final grain weight were as expected associated with parallel changes in rate and duration of grain filling,O O O B-Agr B-Agr O O O O O O O O O O B-Agr O B-Agr B-Agr
Increase in seed size was also dependent on a higher number of cells in the endosperm suggesting that endosperm cell number more than cell size plays an important role in controlling the final size of maize grain,O O B-Agr I-Agr O O O O O O O O B-Agr O O B-Agr O O B-Agr B-Agr O O O B-Agr I-Agr O O O O O O O O I-Agr O B-Agr B-Agr
Among the inbreds studied Mo17 a line characterized by large seed size and high general combining ability exhibited the highest level of sucrose synthase activity,O O O O O O O O O O B-Agr I-Agr O O O B-Agr I-Agr O O O O O B-Agr O O
Yield and quality traits were considered,O O B-Agr O O O
Disease symptoms are described and the severity of the disease under unfavourable environmental conditions is explained in the light of the epidemiological studies reported in literature,O B-Agr O O O O O O O O O O O O O O O O B-Agr O O O O O O B-Agr
Methods of control of cucurbit downy mildew are reported and both the potentialities and the limits of cultural practices and of protectant and systemic fungicide applications are discussed,B-Agr O O O O O O O O O O O O O O O O O O O O O O O O B-Agr O O
The data cover approximately 30 years of management and refer to all commercial stocks present in the lake,O B-Agr O O O O O B-Agr O O O O O B-Agr O O O O
Following the data analysis the authors offer some interesting correlations between the behaviour of the species in their environment fishing activity the yields obtained,O O B-Agr I-Agr O O O O O B-Agr O O B-Agr O O B-Agr O O B-Agr B-Agr O O B-Agr O
