text,labels
One of the neutral chlorinated auxins of immature pea seeds was readily identified by thin layer procedures simple enough to serve in student's laboratory courses,O O O O O B-Agr O O O B-Agr O O O O O O B-Agr O O O O O O O O
At the end of 4 weeks of vegetative growth the above-ground portions of the plants were analyzed for elemental content and the soil mix was analyzed by 3 soil testing procedures,O O O O O O O O B-Agr O O O O O B-Agr O O O O O O O B-Agr O O O O O B-Agr B-Agr B-Agr
The magnitude of the correlation coefficients between nutrient content of the plants and the soil test value of the nutrient by all three soil tests were similar indicating that all three soil tests can be used,O O O O B-Agr O O O O O O B-Agr O O B-Agr B-Agr O O O O O O O B-Agr B-Agr O O O O O O B-Agr B-Agr O O O
The protein content of the sediment was determined and the colour of the supernatant was observed,O B-Agr I-Agr O O B-Agr O O O O B-Agr O O B-Agr O O
The species showed different protein sedimentation patterns especially at neutral and weakly alkaline pH,O B-Agr O O O B-Agr O O O O O O O O
Reasons for these differences among the species are discussed,O O O O O O B-Agr O O
Cryopreservation of sheep red blood cells,B-Agr O B-Agr O B-Agr I-Agr
Purified polyvinylpyrrolidone and hydrolyzed starch as protective agents,O O O O B-Agr O O B-Agr
With hydrolyzed starch the cryoprotection was dependent on the type and concentration of the starch used and on the extent of hydrolysis of the starch prior to use,O O B-Agr O O O O O O O O O O O B-Agr O O O O O O B-Agr O O B-Agr O O O
Ammonium chloride did not influence respiration,B-Agr I-Agr O O O B-Agr
With detached nodules and isolated bacteroids a consumption of about 16 g of carbohydrate per g of nitrogen fixed could be calculated,O O B-Agr O O O O B-Agr O O O O O O O O O B-Agr O O O O
Detailed information about growth of micro-organisms in pastries during storage was lacking,O B-Agr O B-Agr O B-Agr O O O B-Agr O O
C counts of Enterobacteriaceae also increased and in some samples Staph,O O O B-Agr O O O O O B-Agr O
These results show that growth of pathogenic micro-organisms like Staph,O B-Agr O O B-Agr O O B-Agr O O
In cakes (with a( w) 090) no growth of bacteria occurred during the storage period even at 22 deg,O B-Agr O O O O O B-Agr O B-Agr O O O B-Agr O O O O O
The acute intravenous and oral toxicity of single doses of paraquat dichloride was studied in the cynomolgus monkey,O O O O O B-Agr O O O O B-Agr O O O O O O O
Renal handling and effects upon renal function were also investigated following an oral dose of [('14)C] paraquat,O B-Agr O B-Agr O O O O O O O O O O O O B-Agr
Animals dosed orally showed similar though less severe signs to those dosed intravenously,B-Agr O O O O O O O O O O O O
By 18 h urine production had ceased,O O O B-Agr B-Agr O O
It is concluded that acute renal failure and acute pulmonary damage are the main causes of death with interstitial pulmonary fibrosis being a factor in animals surviving the acute phase,O O O O O O O O O O B-Agr O O O O O B-Agr O O O O O O O O B-Agr O O O O
However in chicks with maternally derived HVT/MD antibodies PD50 values were increased by 2- to 8-fold for cell-associated vaccine and by 15- to 8-fold for cell-free vaccine,O O B-Agr O O O O B-Agr O O O O O O O O O O O O O O O O O O O
Good results were obtained mostly in comparison to untreated control,O B-Agr O O O O O O O O
When 15-diphenylcarbazide was used as artificial electron donor no significant cadmium effect was observed,O O O O O O O O O O B-Agr O O O
Photosystem I activity was not affected by cadmium,B-Agr I-Agr O O O O O B-Agr
The fine structure of chloroplasts in cadmium-treated plants was degenerated similarly to senescence response,O O O O B-Agr O B-Agr B-Agr O O O O B-Agr O
Transfer of cadmium-treated plants into a medium with increased manganese level caused grana stacking and restoration of photosystem II activity,O O B-Agr B-Agr O O O O O B-Agr O O O B-Agr O B-Agr O B-Agr I-Agr O
Two-stage PPS sampling for volume using Landsat requires additional 1:300000 scale aerial photographs for field location of the secondary units within the selected primary units,O O B-Agr O B-Agr O B-Agr O O O B-Agr B-Agr I-Agr O O B-Agr O O O B-Agr O O O O B-Agr
Using 1:20000 scale orthophotos resulting from an original photo scale of 1:60000 no additional photography is required,O O B-Agr O O O O O O B-Agr O O O O B-Agr O O
Sucrose isn't much utilized lactose not at all,B-Agr O O O B-Agr O O O
The ability to grow on methylcellulose is acquired only after induction,O B-Agr O O O O O O O O O
The resistance is proportional to the thickness of tissue,O O O O O O B-Agr O B-Agr
The in vivo fluorescence emission spectra had two main peaks one at 632 and one at 691 nm,O O O B-Agr B-Agr B-Agr O O O O O O O O O O O O
The relation between the two peaks was changed when the excitation wavelength was altered from 440 to 460 nm,O O O O O O O O O O O B-Agr O O O O O O O
Excitation at 420 nm gave an additional fluorescence emission peak at 595 nm,O O O O O O O B-Agr B-Agr O O O O
The K+ content of both roots and shoots was proportional to the fresh weights and dry weights after a week in the nutrient solution,O O O O O B-Agr O B-Agr O O O O O B-Agr O O B-Agr O O O O O O O
There was no correlation between influx of Rb+ and the content of K+,O O O B-Agr O O O O O O O O O
It is suggested that there are wide varietal differences in such genetically-determined properties as ion influx and efflux and net ion transport to the shoot,O O O O O O O O O O O O B-Agr O O O O O O O O B-Agr O O O
Furthermore the influx of Rb+ was closely linked to transpiration probably due to a variety-specific non-metabolic part of Rb+ influx,O O O O O O O O O B-Agr O O O O B-Agr O O O O O
Varietal differences in influx of Rb+ were more pronounced in high-K+ roots than in low-K+ roots with maximum rate of Rb+ uptake but the rank of varieties was the same in each case,O O O O O O O O O O O B-Agr O O O B-Agr O O O O O O O O O O B-Agr O O O O O O
Criteria for the selection of K+ use-efficient varieties of barley are discussed,O O O B-Agr O O O B-Agr O B-Agr O O
Statistically significant differences are found between the collections from Spain and Africa those from Asia and those from America,O O O O O O O B-Agr O B-Agr O B-Agr O O B-Agr O O O O
Flax growing on a calcareous soil in the greenhouse developed Mn toxicity symptoms,B-Agr O O O O B-Agr O O O O O B-Agr B-Agr
The toxicity was eliminated by application of 2 ppm FeEDDHA-Fe,O B-Agr O O O B-Agr O O O O
Application of the chelate reduced Mn concentration in older leaves the tissue most susceptible to Mn toxicity associated stem tissue plant tops and roots from 2295 to 133 ppm 62 to 7 ppm 550 to 34 ppm and 42 to 34 ppm respectively,B-Agr O O O O O O O O B-Agr O B-Agr O O O O B-Agr O O B-Agr O O O B-Agr O O O O O O O O O O O O O O O O O O O
Analysis of older leaves is recommended for diagnosing Mn toxicity in flax,B-Agr O O B-Agr O O O O O B-Agr O B-Agr
FeEDDHA reduced Zn concentration in plant tops and this was chiefly reflected in greatly reduced leaf concentrations especially in older leaves,O O O O O O O O O O O O O O O O O O O O B-Agr
FeEDDHA increased plant Fe concentration and the effect was greatest in root and older leaf tissues,O O O O O O O O O O O O O O O B-Agr
There was no experimental evidence that manganous oxide in the seed pellet was ever harmful to seedling establishment,O O O O O O O O O O B-Agr O O O O O O O
Field-grown cassava appears to have a low P requirement,O B-Agr O O O O O O O
Sampled at 3 months after planting a P concentration of above 0,O O O O O B-Agr O O O O O O
Percentage mycorrhizal fungal infection of cassava fibrous roots depended on extractable soil P levels being low at high soil P levels and high at low soil P levels,O O O B-Agr O B-Agr O B-Agr O O O B-Agr O B-Agr O O O O B-Agr O B-Agr O O O O B-Agr O B-Agr
Mycorrhized cassava appears to utilize phosphorus better from the more available Morocco rock phosphate than one from Togo,O B-Agr O O O B-Agr O O O O O B-Agr B-Agr I-Agr O O O B-Agr
Each of the inhibitors affected both the hydrolysis of haemoglobin at pH 3,O O O O O O O B-Agr O B-Agr O O O
In the endosperms of germinating seeds the inhibitor activity per seed decreased at about the same rate as total N and dry weight,O O B-Agr O O B-Agr O O O O B-Agr O O O O O O O O O O O B-Agr
In the seedlings the activity per seedling remained approximately constant,O O B-Agr O O O O O O O
A fraction containing proteolytic activity was obtained from UHT-treated milk,O O O O O O O O O B-Agr
A highly significant correlation was found between the results of the two tests and between the tests and the field score,O O O B-Agr O O O O B-Agr O O O B-Agr O O O B-Agr O O O O
Doubling the levels of both supplements however did not influence this result significantly,O O B-Agr O O B-Agr O O O O O O O
The inclusion of minerals alone in the diet at either 7,O B-Agr O B-Agr O O O B-Agr O O O
The cytotoxic response of Marek's disease affected chickens was investigated using MSB-1 target cells labelled with tritiated proline,O O O O B-Agr I-Agr O B-Agr O O O O O B-Agr O O O B-Agr
The influence of vaccination with the herpesvirus of turkeys (HVT) on the cytotoxic response of chickens was investigated,O O O B-Agr O O O O B-Agr O O O O O O B-Agr O O
Chickens vaccinated with HVT rarely provided specific cytotoxic effector cells,B-Agr O O O O O O O O B-Agr
Chickens vaccinated with HVT and challenged with MDV provided spleen effector cells specifically cytotoxic against MSB-1 target cells providing they exhibited severe MD lesions,B-Agr O O O O O O O O B-Agr O B-Agr O O O O O B-Agr O O O O O B-Agr
Two methods were evaluated to determine the concentration of sulphite in sandy loam soils,O B-Agr O O O O O O O O O O B-Agr I-Agr
Soils exposed to heavy atmospheric pollution differed in sulphite concentration only marginally compared with relatively unpolluted soils,B-Agr O O O O B-Agr O O O O O O O O O O I-Agr
The effect of soil water content on the stability of sulphite in soil was also determined,O O O B-Agr I-Agr I-Agr O O B-Agr O O O B-Agr O O O
Statistically significant differences in precipitin scores against extracellular antigens were also shown between pregnant heifers with mastitis and healthy pregnant heifers and between dry cows with mastitis and healthy dry cows,O O O O O O O O B-Agr O O O O O B-Agr O B-Agr O O O B-Agr O O O B-Agr O B-Agr O O O B-Agr
The biochemical nature of the principal reactive antigens was not elucidated,O O O O O O O B-Agr O O O
Temperatures in soil around plant roots grown in unshaded black polyethylene plant containers were recorded continuously during an Auckland mid-summer,B-Agr O B-Agr O B-Agr B-Agr O O O O B-Agr B-Agr I-Agr O O O O O O O
A maximum temperature of 49,O O B-Agr O O
During bright sun temperatures at the interface of the container mix and the polyethylene were up to 6 deg C higher than the corresponding temperatures 1 cm in from the side,O O B-Agr B-Agr O O O O O O O O O B-Agr O O O O O O O O O O B-Agr O O O O O O
Based on the presence of the fungus in the kidney of haddock (for northern and southern part of the North Sea) and plaice (for south-east part of the North Sea) it is concluded that the infection area in restricted to the northern part of the North Sea,O O O O O O O O O O O B-Agr O O O O O O O B-Agr O O B-Agr O O O O O B-Agr O O O O O O B-Agr B-Agr O O O O O O O O B-Agr I-Agr
In this area haddock is affected up to 20 per cent,O O B-Agr B-Agr O O O O O O O
More research is needed over a long period to understand more about the real influence and danger of this fungus for the fish populations of the North Sea,O B-Agr O O O O O O O O O O O O O O O O O O O O B-Agr B-Agr O O B-Agr I-Agr
Two stacks of straw sealed with polyethylene were allowed to react with 3 per cent (w/w) anhydrous NH(3) for 30 and 56 days respectively,O O O B-Agr O O B-Agr O O O O O O O O O O O O O O O O O
Both DMD in vitro and nitrogen tests were carried out over an eight-week period subsequent to opening the stacks,O O B-Agr I-Agr O B-Agr B-Agr O O O O O O O O O O O O
There was a mean increase of 15 percentage units in DMD in vitro for the ammoniated straw irrespective of whether it was treated for 30 or 56 days,O O O O O O O O B-Agr B-Agr O B-Agr I-Agr O O O B-Agr O O O O O O O O O O O
The CP content of the straw was increased from 3,O O O O O B-Agr O O O O
The increase in DMD in vitro and total N content was maintained throughout the sampling period,O O B-Agr O B-Agr I-Agr O O O O O O O O B-Agr O
"Approximately 58 per cent of the anhydrous NH(3) added to the straw appeared to have been irreversibly ""bound"" to the straw",O O O O O O O O O O O B-Agr O O O O O O O O B-Agr
The ME values for the ammoniated straw were 6,O O O O O O B-Agr O O
Straw ammoniation had a marked effect on intake,B-Agr B-Agr O O O O O O
Seven taxa are treated viz,O B-Agr O O O
The results obtained indicated the heterogeneity of legumin molecular species,O B-Agr O O O O O B-Agr O B-Agr
The smallest molecular species was composed of only three kinds of subunit with molecular weights of 20 500 23 000 and 36 000 and the largest one was composed of five kinds of subunit with molecular weights of 19 000 23 000 36 000 49 000 and 51 000,O O B-Agr B-Agr O O O O O O O O O B-Agr I-Agr O O O O O O O O O O O O O O O O O O O O B-Agr I-Agr O O O O O O O O O O O O
All molecular species were composed of intermediary subunits which consisted of acidic and basic subunits,O O B-Agr O O O O O O O O O O O O
The intermediary subunits with molecular weights of 61 700 59 800 and 48 000 are composed of the acidic subunits with molecular weights of 51 000 49 000 and 36 000 and the basic subunits with molecular weights of 19 000 19 000 and 23 000 or 20 500 respectively,O O O O B-Agr I-Agr O O O O O O O O O O O O O O O B-Agr I-Agr O O O O O O O O O O O O O B-Agr I-Agr O O O O O O O O O O O O
The possible molecular species constructed from the subunit groups classified according to their sizes were presented,O O O B-Agr O O O O B-Agr O O O O B-Agr O O
Several methodological parameters were studied,O O B-Agr O O
The best results were obtained with an incubation of 44 h at 41 deg C in 0,O O B-Agr O O O O O O O O O O O O O O
No significant effect was observed but some modification of the method of injection will have to be undertaken,O O O O O O O O O O O O B-Agr O O O O O
The juices were products of a green crop fractionation process,O O O B-Agr O O O B-Agr B-Agr O
In carrying out the replacement all nutrients in the juice other than protein were ignored,O O O O O O B-Agr O O O O O O O O
When the juice was given according to its true protein content as determined every 14 days and was used to replace 3,O O O O O O O O O B-Agr I-Agr O O O O O O O O O O O
Satisfactory results were also obtained when the juice was given in conjunction with liquid cheese whey (replacing on a dry matter basis 30 per cent of the barley meal in the all-meal control diet),O B-Agr O O O O O O O O O O O O B-Agr I-Agr O O O B-Agr I-Agr O O O O O O B-Agr O O O O O B-Agr
Propionic acid (1 per cent) was ineffective as a preservative of the juice,B-Agr I-Agr O O O O O O O O O O O
The legume Medicago sativa was grown in two phosphate-fixing soils which received soluble or rock phosphate,O O B-Agr I-Agr O O O O I-Agr B-Agr O O O O B-Agr I-Agr
The size of the increase was inversely correlated with soluble P content in the soil,O B-Agr O O O O O O O O O O O O B-Agr
Indigenous and native endophytes cooperated in these effects,O O O B-Agr O O O B-Agr
Response of P application increased with increasing initial water storage in the soil profile,O O O B-Agr O O O O B-Agr I-Agr O O B-Agr O
The first 60-100 days of crop growth appeared to be the most critical,O O O O O B-Agr B-Agr O O O O O O
Water stress during this period severely affected the yield,B-Agr B-Agr O O O O O O O
Compared with the control P application increased yield water use and water-use efficiency,O O O O O B-Agr O O B-Agr I-Agr O B-Agr I-Agr
Soil water depletion was 25 per cent greater for the fertilized crop than for the unfertilized crop,B-Agr I-Agr I-Agr O O O O O O O O B-Agr O O O O B-Agr
These factors reduce interspecific competition among the different mullet species,O B-Agr O B-Agr I-Agr O O O O B-Agr
Two levels of irradiance were used 40 and 8 W m('2),O B-Agr O B-Agr O O O O O O O
Net photosynthesis in the cuttings of Salix decreased considerably after excision and increased again after formation of roots,O B-Agr O O B-Agr O B-Agr O O O B-Agr O O O O O O B-Agr
The possible roles of carbohydrates and inhibitors in the light effects are discussed,O O O O B-Agr O O O O B-Agr B-Agr O O
The output of first stage Protostrongylid larvae of sheep was studied in natural infections,O O O O O O B-Agr O B-Agr O O O O B-Agr
Three sets of observations were obtained from October 1977 to December 1978 in three regions,O B-Agr O B-Agr O O O O O O O O O O O
The larval output varied with the species harboured by sheep and with the density of worm populations,O O O O O O B-Agr O O B-Agr O O O B-Agr O O B-Agr
The area under study is approximately 55550 sq km,O B-Agr O O O O O O O
The ground truth for the Jianghan Plain is really difficult to obtain and as a result comparison was made with existing topographical sheets and the rather scanty documentation available in an attempt to get an objective evaluation of China's land use policies,O O O O O O O O O O O O O O O O O O O O O O O O O O O B-Agr O O O O O O O O B-Agr O B-Agr B-Agr I-Agr B-Agr
The geomorphological and land use units dealt with here were tackled on a regional basis and so Landsat images provided much of the data,O O O B-Agr I-Agr B-Agr O O O O O O O O O O O B-Agr O O O O O B-Agr
A critical analysis of them has been attempted in order to underline what should be done for the full integration of this areas within a socially and economic efficient system,O O B-Agr O O O O O O B-Agr O O O O O O O O O B-Agr O O B-Agr O O O O O O O
All the eight samples of beverages tested were found to be contaminated with aflatoxin,O O O B-Agr O B-Agr O O O O O O O O
The plants of both groups were inoculated with potato virus X (PVX) 56 days after planting,O B-Agr O O B-Agr O O O B-Agr I-Agr I-Agr O O O O B-Agr
Although corresponding leaves of both groups showed considerable differences in ribosome and RNA contents the rate of virus translocation to the tubers was equal in both groups,O O B-Agr O O B-Agr O O O O O O B-Agr O O O O O B-Agr O O B-Agr O O O O B-Agr
This can be explained by the different growth pattern,O O O O O O O B-Agr O
A series of straw composts containing two levels of ammonium nitrate were incubated with mineral amendments,O O O B-Agr B-Agr O O B-Agr O B-Agr I-Agr O O O O O
The presence of bentonite and kaolinite reduced the loss of organic material slightly over the period of 150 days,O O O B-Agr O B-Agr O O O O O O O O O O O O O
As a result of immobilization there was a rapid increase in amino acid and amino sugar nitrogen over the first 30 days and the values then remained fairly constant,O O O O B-Agr O O O O O O O O O O B-Agr B-Agr O O O O O O O O O O O O
The amino acid and amino sugar levels were slightly higher in the composts containing bentonite and kaolinite,O O O O O B-Agr B-Agr O O O O O B-Agr O B-Agr O B-Agr
In the early stages of the composting process approximately half the organic nitrogen was soluble in phosphate buffer but the amount decreased with time of composting,O O O B-Agr O O B-Agr O O O O O B-Agr O O O O O O O O O O B-Agr O B-Agr
Low addition levels of high enrichment isotope (1 per cent of the total nitrogen pool with 95 to 99 atom percent excess ('15)N) and isotope dilution analysis were used to establish the kinetics of nitrogen flow,O O B-Agr O O O O O O O O O B-Agr I-Agr O O O O O O O O O O O O B-Agr O O O O O O O I-Agr O
This approach allows a more realistic assessment of rates of N movement at the levels of nitrogen concentration encountered in natural systems,O O O O O O B-Agr O O O O B-Agr O O B-Agr O B-Agr O O O O B-Agr
As root development and above ground development patterns differed root: total dry matter ratios varied declining from 0,O O B-Agr O O O B-Agr O O O O B-Agr I-Agr O O O O O
For root length the corresponding figures were 42 60-63 and 77-78 per cent,O B-Agr I-Agr O O O O O O O O O O
Root dry matter could not be estimated from measurements on above ground parts,O B-Agr I-Agr O O O O O B-Agr O O O O
Analysis of free amino acids reveals the presence in affected crabs whose muscle tissue is 70-80 per cent destroyed of four additional non-identified compounds in the haemolymph and eleven in the muscle,B-Agr O B-Agr B-Agr I-Agr O O O O O B-Agr O O B-Agr O O O O O O O O O O O O B-Agr O O O O O
Supersalination leads to only a slight reduction of the total free amino acids in healthy specimens and has no effect on parasitized crabs,O B-Agr O O O O B-Agr O O O B-Agr B-Agr I-Agr O O O O O O O O O B-Agr
The influence of the combined factors of salinity and temperature was studied in conditions comparable to those pertaining in winter and summer in the lagoon which is the crabs' natural habitat,O O O O O B-Agr O B-Agr O B-Agr O O O O O O O O O B-Agr O B-Agr O O O O O O O O O
Data presented in this study lend support to the premise that the efficacy of the cell-free and cell-associated HVT vaccine is influenced by the time the birds are exposed to the challenge virus,B-Agr O O O O O O O O O O O O O O O O O O O O O O O B-Agr O B-Agr O O O O O O
Although a number of non-vaccinated birds with gross lesions of MD after challenge with the GA isolate of MD were essentially the same as birds challenged with the EEF-1 isolate the protective efficacy of both the cell-free and cell-associated HVT vaccine was significantly higher in birds challenged with the GA isolate compared with chickens challenged with the EEF-1 isolate,O O O O O B-Agr O O B-Agr O O O O O O O O O O O O O O O B-Agr O O O O O O O O O O O O O O O O O O O O B-Agr O O O O O O O B-Agr O O O O O
Spleen cells from specific pathogen free chickens of lines 6(3) 6(1) 151(5) 7(2) and 100 were cytotoxic for MSB-1 target cells in a 4 h 51 Cr-release assay,B-Agr B-Agr O O O O B-Agr O O O O O O O O O O O O O B-Agr O O O O O O O
Specificity of cytotoxicity was studied by use of various Marek's disease-related and unrelated target cells in direct cytotoxicity assays and by use of various target cells in cold-target inhibition assays,O O B-Agr O O O O O O B-Agr I-Agr O O O B-Agr O O B-Agr O O O O O O O B-Agr O B-Agr B-Agr O
The samples were analysed in duplicate by means of the 1: 2 volume extract method,O B-Agr O O O O O O O O O O B-Agr O O
The analytical data were classified into groups according to the levels found,O O B-Agr O O O B-Agr O O O B-Agr O
A close correlation was found between the mean values and the standard deviations,O O B-Agr O O O O O O O O O O
The standard deviation for soil sampling was several times greater than the standard deviation for the laboratory analyses,O O O O B-Agr I-Agr O O B-Agr O O O O O O O O O
The investigation has proved that systematical errors in the sampling method will effect the soil testing results,O O O O O O B-Agr O O B-Agr O O O O B-Agr B-Agr B-Agr
Therefore it is of great importance that very precise instructions adapted to crops and growing systems are issued to the sampler,O O O O O O O O O O O O B-Agr O O B-Agr O O O O O
Both glucose-binding protein fractions were co-purified with a carbohydrate fraction of glucan nature,O B-Agr O O O O O O O O O O O
Plasma samples were extracted with methylene chloride and T was isolated by Celite chromatography,O B-Agr O O O O O O O O O O O B-Agr
Plasma DHAS was undetectable in castrated males (n=2),O O O O O O B-Agr O
At 7 weeks the levels of DHAS and T increased gradually from 10,O O O O B-Agr O O O O O O O O
The mean levels remained high from then onwards fluctuating between 24,O O B-Agr O O O O O O O O
Episodic fluctuations were noted in two boars during hourly collection for 24 h with mean levels of 9,O O O O O O B-Agr O O B-Agr O O O O O B-Agr O O
The sensitivity of plants in different growth stages to light stress was also investigated,O O O B-Agr O O B-Agr B-Agr O B-Agr B-Agr O O O
Finally the possibility of relieving the light stress by manipulating leaf inclination was tested in dense populations,O O O O O O B-Agr B-Agr O O O O O O O O B-Agr
The relative performance of hybrids was changed both by artificial shading and by self-shading,O O O O B-Agr O O O O O B-Agr O O O
Leaf erectness caused a small grain yield increase in the 10 plants/sq m density when soil conditions were optimum,O B-Agr O O O B-Agr O O O O O B-Agr O B-Agr O B-Agr O O O
Under soil moisture stress it had no effect in the 10 plants/sq m density while it depressed yield at higher densities,O B-Agr O B-Agr O O O O O O O B-Agr O B-Agr O O O O O O B-Agr
The resultant growth depended on the site of application,O O B-Agr O O O B-Agr O B-Agr
When applied as a weekly foliar spray many lateral shoots developed and the top: root ratio increased,O O O O O O O O O B-Agr O O O O O O O
BAP dissolved in the nutrient solution and fed daily to the roots reduced plant growth decreased the top: root ratio and induced the development of suckers,O O O O O O O O O O O B-Agr O B-Agr I-Agr O O O B-Agr O O O O B-Agr O B-Agr
Continued exposure to the BAP solution resulted in depressed water and potassium uptake but calcium and magnesium uptake recovered and were eventually enhanced,O O O O O O O O O B-Agr O B-Agr O O B-Agr O B-Agr O O O O O O
Despite the different effects of the hormone treatments on growth morphology and individual nutrient levels a functional equilibrium existed for total nutrient uptake between the shoot and root systems,O O O B-Agr O O O O O B-Agr B-Agr O O B-Agr B-Agr O O B-Agr O O O B-Agr I-Agr O O O O B-Agr I-Agr
The demonstration of equilibrium conditions suggested that appropriate adjustments in the top: root ratios and the root and shoot activities led to an approximately constant internal nutrient status,O O O B-Agr O O O O O O O O O O O O O O O B-Agr O O O O O O O O
Both clinical and pathological features of seven horses suffering from a squamous cell carcinoma of the stomach are presented,O O O O B-Agr O O B-Agr O O O O O B-Agr O O B-Agr O O
The amounts dissolved from both soils increased as the concentration of NaCl and time of contact increased,O O O O O B-Agr O O O O O O O B-Agr O O O
The minimum amounts of calcium and magnesium dissolved in 0,O O O O B-Agr O B-Agr O O O
Components of variance were estimated as follows: Herds 0,B-Agr O O O O O O B-Agr O
Correction of actual cell counts for the influence of milk yield on the day of sampling led to only small changes in the magnitude of the various components,O O O O O O O O O B-Agr I-Agr O O O O B-Agr O O O O O O O O O O O B-Agr
The coefficient of correlation between samples from the same cow was computed as 0,O O O B-Agr O B-Agr O O O O O O O O
A typical clamp connection was found in a mycelial thread penetrating the cortex,O O O O O O O O O O O O B-Agr
"The oribatid fauna of Java seems to be a ""young"" fauna",O O B-Agr O B-Agr O O O O O B-Agr
This is manifested by relatively few new Javanese genera (10) and many new species (103),O O O O O O B-Agr O O O O O B-Agr I-Agr O
To these should be added 9 cosmopolitan species (underlined in table 1),O O O O O O B-Agr I-Agr O O O O
The oribatid fauna of Java has spread to groups of islands in the southern Pacific,O O B-Agr O B-Agr O O O B-Agr O B-Agr O O O O
Thus the Fiji Islands the Tonga Islands and West Samoa have together 47 species in common with Java and Tahiti has 34,O O B-Agr B-Agr O B-Agr B-Agr O O B-Agr O O O B-Agr O O O B-Agr O O O O
The fauna has not on the other hand managed to reach Hawaii (2 species common with Java),O B-Agr O O O O O O O O O B-Agr O B-Agr O O O
Neither are there many species in common with North America South America or New Zealand,O O O O B-Agr O O O B-Agr I-Agr B-Agr I-Agr O B-Agr I-Agr
The islands in the southern Pacific have not only many species in common with Java but also many genera that are represented by other species in the Pacific Ocean area,O B-Agr O O O B-Agr O O O O B-Agr O O O B-Agr O O O O O O O O O B-Agr O O B-Agr I-Agr B-Agr
The machine is equipped with narrow tunnels and dripper-bars,O O O O O O B-Agr O O
Thus they are killed by the glyphosate like all the plants between the rows,O O O O O O B-Agr O O O B-Agr O O O
Soluble silicic acid from water-soluble crude extracts of rice leaf sheaths exhibited a strong sucking inhibitory property against the brown planthopper at concentrations of 0,O O O O B-Agr O B-Agr O B-Agr B-Agr I-Agr O O O O O B-Agr O O O O O O O O
Silicic acid seems to play a significant role in causing highly localized planthopper feeding on the phloem of rice,O O O O O O O O O O O O O B-Agr O O B-Agr O B-Agr
Trees lacking Ca in the latest 2/3 of the growth period contained 42 mg kgE-1 Ca in the fruits which is 21 per cent below control,B-Agr O O O O B-Agr O O O B-Agr I-Agr O O O O O O O B-Agr O O O O O O O
Concomitantly bitter pit was reduced compared to the control,O B-Agr I-Agr O O O O O O
Under these circumstances bitter pit was increased,O O O B-Agr I-Agr O O
Ca deficiency caused either by omission of Ca or competition between K and Ca increased fruit rot russeting and cracks on the fruits,O O O O O O O O O O O O O O O B-Agr O O O O O O B-Agr
Tea seed grown in northern Thailand has been used for this purpose,B-Agr B-Agr O O O B-Agr O O O O O O
Quantitative analysis of crude saponin in the tea seed was conducted and some biological tests on the toxicity of crude saponin to fish were performed,B-Agr I-Agr O O O O O B-Agr B-Agr O O O O O B-Agr O O B-Agr O O O O B-Agr O O
The effective dosage of crude saponin for the eradication of predatory fishes was 1,O O B-Agr O O O O O O O O B-Agr O O
The lethal time for fishes increased in proportion to their body weight and the salinity of the pond,O O B-Agr O B-Agr O O O O O B-Agr I-Agr O O B-Agr O O O
The toxicity of the saponin weakened with time,O B-Agr O O O O O B-Agr
Because this isolation cannot be accounted for solely on the basis of differences in host preference the two forms are distinct species not host races,O O B-Agr O O O O O O O O O O O O O O O O O O B-Agr O O O
Subsets of the red-headed form collected from black cherry and black walnut trees were nearly identical genetically,O O O O O O O O O O O O B-Agr O O O O
Dealing with a sustained agriculture plan the interpretative grouping of soils divided into classes and subclasses are here considered assuming a moderate high level of management,O O O O B-Agr O O O O O B-Agr O O B-Agr O B-Agr O O O O O O O O O B-Agr
The seedlings treated with PEG 15 per cent as compared with the control seedlings presented the following metabolic modifications: water saturation deficit (WSD) increased from 4,O B-Agr O O O O O O O O O O O B-Agr O O O O O B-Agr B-Agr O O O O O
An approach to a parametric soil evaluation system according to its agricultural productivity was established,O O O O O B-Agr B-Agr O O O O B-Agr I-Agr O O
A range of Sevilla soils constituted the experimental basis,O O O O B-Agr O O O O
Results of the statistical analysis suggest that application of these models could be used to evaluate the soil productive capacity,B-Agr O O O B-Agr O O B-Agr O O B-Agr O O O O O O B-Agr O O
Organic matter was extracted with a mixture of 0,B-Agr I-Agr O O O O O O O
They were purified by passage through a cation exchange resin freeze-dried and used for characterization and seedling growth studies,O O O O O O O O I-Agr O O O O O O O O B-Agr O
The initial callus cells enlarge and divide periclinally,O O B-Agr B-Agr O O O O
As a result the epidermis is ruptured so that the callus emerges,O O O O B-Agr O O O O O B-Agr O
After 14 days of incubation proembryo-like structures could already be observed in the zone of callus formation,O O O O O O B-Agr O O O O O O O O B-Agr O
Some strains show a cellulolytic action too,O B-Agr O O O O O
In addition Emir was mixed with oats,O O O O O O B-Agr
Artificial inoculation took place with either powdery mildew or yellow rust,O B-Agr O O O O O O O O O
The mildew attack became severe in 1972 and the mixture of Emir and Wing yielded 5 per cent more grain than the highest yielding variety in pure stand (significant at the 5 per cent level),O O O O O O O O O O O O O O O O O O O B-Agr O O O O B-Agr O O O O O O O O O O
Cultivation of a mixture consisting of 10 per cent Emir and 90 per cent oats delayed the increase of barley mildew drastically compared with the mildew development in pure Emir barley,B-Agr O O O O O O O O O O O O O B-Agr O O O O B-Agr O O O O O O B-Agr O O O B-Agr
